action_type,user_role,data_sensitivity,task_alignment,request_frequency,time_of_day,is_anomalous,privilege_level,risk_score,decision
file_write,user,0,0.876,48,15,1,1,0.3915,escalate
web_search,developer,2,0.84,19,5,0,2,0.2087,allow
db_read,user,1,0.658,49,8,1,1,0.5051,escalate
web_search,guest,2,0.733,45,21,0,0,0.3401,allow
code_exec,user,1,0.715,40,19,0,1,0.3687,escalate
db_write,developer,0,0.621,28,17,0,2,0.2658,allow
file_read,admin,2,0.603,11,10,0,3,0.2244,allow
web_search,admin,1,0.826,50,18,1,3,0.3465,allow
file_read,user,2,0.641,11,6,0,1,0.2835,allow
web_search,user,1,0.862,55,9,1,1,0.4143,escalate
email_send,user,3,0.865,9,4,0,1,0.3937,escalate
api_call,admin,2,0.947,14,6,0,3,0.1906,allow
file_write,admin,3,0.62,34,22,0,3,0.4027,escalate
db_write,developer,1,0.639,29,5,0,2,0.3472,allow
file_write,user,1,0.649,49,17,1,1,0.5219,escalate
web_search,user,2,0.793,21,20,0,1,0.2547,allow
file_read,user,3,0.517,48,14,1,1,0.6533,deny
file_read,user,3,0.919,58,9,1,1,0.5895,escalate
email_send,user,0,0.562,5,5,0,1,0.1976,allow
db_read,guest,2,0.5,33,23,0,0,0.4267,escalate
web_search,guest,0,0.41,9,0,0,0,0.178,allow
api_call,admin,1,0.91,3,9,0,3,0.0963,allow
db_read,developer,0,0.548,14,22,0,2,0.1521,allow
db_read,user,0,0.588,18,14,0,1,0.1841,allow
db_read,user,3,0.871,12,13,0,1,0.3675,escalate
db_read,user,0,0.661,23,15,0,1,0.1778,allow
code_exec,developer,1,0.703,14,4,0,2,0.2944,allow
api_call,developer,1,0.79,16,13,0,2,0.1753,allow
file_write,developer,0,0.946,37,15,0,2,0.1258,allow
db_write,developer,0,0.681,20,13,0,2,0.2405,allow
file_write,user,1,0.68,20,6,0,1,0.2673,allow
db_read,user,0,0.435,15,18,0,1,0.2097,allow
file_write,user,2,0.736,41,3,0,1,0.3745,escalate
db_read,user,3,0.367,25,17,0,1,0.4899,escalate
db_write,developer,0,0.813,17,21,0,2,0.0855,allow
file_write,user,0,0.611,12,20,0,1,0.1845,allow
file_read,guest,1,0.681,45,14,0,0,0.2821,allow
file_read,user,2,0.782,42,16,0,1,0.3069,allow
db_read,admin,0,0.886,39,0,0,3,0.0928,allow
web_search,user,0,0.886,59,23,1,1,0.3328,allow
file_read,developer,1,0.334,56,14,1,2,0.5032,escalate
db_write,user,3,0.429,53,15,1,1,0.8292,deny
api_call,guest,1,0.865,7,23,0,0,0.212,allow
api_call,user,1,0.643,8,21,0,1,0.2247,allow
web_search,developer,3,0.731,24,10,0,2,0.3221,allow
api_call,user,2,0.591,47,8,1,1,0.5835,escalate
api_call,admin,2,0.794,25,16,0,3,0.2395,allow
file_read,user,1,0.815,21,14,0,1,0.182,allow
file_read,guest,3,0.994,50,7,1,0,0.481,escalate
file_write,admin,2,0.544,54,17,1,3,0.5679,escalate
file_read,user,3,0.503,33,7,0,1,0.4311,escalate
db_read,developer,2,0.754,10,2,0,2,0.2709,allow
api_call,developer,2,0.737,22,21,0,2,0.2793,allow
code_exec,user,0,0.73,19,22,0,1,0.2473,allow
file_read,developer,0,0.448,29,18,0,2,0.1521,allow
api_call,guest,2,0.84,3,13,0,0,0.2937,allow
db_read,user,0,0.799,39,1,0,1,0.2819,allow
email_send,guest,1,0.952,4,0,0,0,0.2346,allow
file_read,developer,0,0.575,37,4,0,2,0.14,allow
web_search,user,2,0.645,31,16,0,1,0.301,allow
code_exec,developer,0,0.737,6,0,0,2,0.1909,allow
code_exec,admin,2,0.606,28,20,0,3,0.3871,escalate
code_exec,user,1,0.855,10,15,0,1,0.2907,allow
file_read,user,0,0.744,12,2,0,1,0.0979,allow
file_read,user,1,0.44,46,9,1,1,0.4987,escalate
db_read,user,0,0.747,54,18,1,1,0.4123,escalate
api_call,user,0,0.578,2,10,0,1,0.1444,allow
web_search,developer,1,0.687,3,22,0,2,0.1293,allow
api_call,admin,0,0.268,1,2,0,3,0.1381,allow
file_read,admin,3,0.676,35,1,0,3,0.3925,escalate
db_read,admin,0,0.589,24,2,0,3,0.1272,allow
api_call,admin,2,0.7,47,14,1,3,0.495,escalate
code_exec,user,1,0.787,48,19,1,1,0.5676,escalate
db_read,developer,1,0.697,52,8,1,2,0.4689,escalate
web_search,admin,1,0.707,34,14,0,3,0.1436,allow
db_write,user,2,0.764,20,1,0,1,0.4239,escalate
db_read,admin,2,0.735,16,5,0,3,0.2513,allow
db_read,user,2,0.641,30,4,0,1,0.3601,escalate
web_search,developer,0,0.799,47,5,1,2,0.2969,allow
api_call,developer,2,0.735,39,4,0,2,0.308,allow
file_read,admin,0,0.763,25,21,0,3,0.0491,allow
file_write,user,0,0.819,5,11,0,1,0.2173,allow
file_write,developer,1,0.446,29,3,0,2,0.2958,allow
db_read,user,1,0.817,37,23,0,1,0.2533,allow
db_read,user,1,0.705,28,22,0,1,0.2607,allow
db_read,developer,2,0.632,53,13,1,2,0.5669,escalate
file_read,developer,0,0.734,58,13,1,2,0.3824,escalate
db_read,developer,0,0.756,41,10,0,2,0.1555,allow
api_call,user,0,0.45,23,0,0,1,0.1656,allow
db_read,user,2,0.852,32,20,0,1,0.3213,allow
code_exec,developer,1,0.459,46,22,1,2,0.5965,escalate
api_call,user,0,0.887,51,4,1,1,0.3643,escalate
file_read,user,2,0.397,18,4,0,1,0.3439,allow
file_read,admin,1,0.692,41,11,0,3,0.0848,allow
web_search,user,1,0.699,35,4,0,1,0.2135,allow
web_search,developer,1,0.853,43,20,0,2,0.1627,allow
db_read,user,1,0.77,24,12,0,1,0.241,allow
file_read,user,2,0.642,47,10,1,1,0.5433,escalate
api_call,user,0,0.792,28,20,0,1,0.1449,allow
db_read,user,0,0.899,36,0,0,1,0.1519,allow
db_write,user,0,0.626,21,11,0,1,0.2865,allow
file_read,user,1,0.769,56,5,1,1,0.4495,escalate
file_read,user,3,0.772,5,10,0,1,0.3306,allow
db_read,guest,1,0.662,26,11,0,0,0.2993,allow
api_call,user,0,0.734,50,5,1,1,0.3932,escalate
file_write,user,2,0.977,54,23,1,1,0.5479,escalate
file_read,guest,2,0.786,23,4,0,0,0.3078,allow
code_exec,admin,3,0.865,44,17,0,3,0.4453,escalate
web_search,developer,1,0.585,33,15,0,2,0.1997,allow
email_send,developer,3,0.532,26,12,0,2,0.4553,escalate
code_exec,user,0,0.737,57,6,1,1,0.5093,escalate
code_exec,admin,0,0.913,22,13,0,3,0.1491,allow
file_read,developer,0,0.726,20,0,0,2,0.0815,allow
code_exec,developer,2,0.626,2,20,0,2,0.3731,escalate
api_call,user,0,0.601,41,20,0,1,0.2048,allow
db_read,admin,1,0.593,54,11,1,3,0.4597,escalate
api_call,developer,1,0.832,57,2,1,2,0.4353,escalate
file_write,admin,0,0.768,18,17,0,3,0.0964,allow
file_read,user,3,0.751,5,10,0,1,0.3348,allow
api_call,user,0,0.608,54,19,1,1,0.4251,escalate
file_read,user,1,0.808,32,6,0,1,0.2017,allow
file_read,user,2,0.865,46,9,1,1,0.497,escalate
email_send,admin,0,0.632,11,18,0,3,0.1269,allow
api_call,guest,2,0.778,21,12,0,0,0.3361,allow
code_exec,guest,2,0.86,22,13,0,0,0.4263,escalate
web_search,user,3,0.713,3,14,0,1,0.3241,allow
email_send,user,3,0.707,9,5,0,1,0.4253,escalate
db_read,user,0,0.819,2,6,0,1,0.1112,allow
web_search,developer,1,0.581,46,12,1,2,0.4221,escalate
api_call,developer,0,0.706,28,15,0,2,0.1288,allow
api_call,guest,0,0.865,34,14,0,0,0.1737,allow
api_call,user,0,0.566,53,17,1,1,0.4318,escalate
db_read,user,0,0.636,59,2,1,1,0.4428,escalate
db_read,guest,3,0.571,10,15,0,0,0.4575,escalate
api_call,developer,0,0.79,19,0,0,2,0.097,allow
file_read,developer,1,0.805,29,23,0,2,0.0556,allow
db_read,developer,1,0.604,2,0,0,2,0.2042,allow
file_read,developer,1,0.646,48,18,1,2,0.4275,escalate
code_exec,guest,3,0.602,6,5,0,0,0.5346,escalate
db_read,admin,0,0.576,44,10,0,3,0.1631,allow
db_read,developer,1,0.82,54,23,1,2,0.4477,escalate
db_write,admin,1,0.584,7,6,0,3,0.2882,allow
web_search,guest,0,0.775,36,2,0,0,0.15,allow
code_exec,admin,1,0.93,8,5,0,3,0.2057,allow
db_write,developer,2,0.748,19,0,0,2,0.3921,escalate
db_read,developer,0,0.77,10,7,0,2,0.101,allow
file_write,guest,0,0.962,33,13,0,0,0.1826,allow
file_read,developer,0,0.76,37,3,0,2,0.103,allow
api_call,admin,2,0.575,38,3,0,3,0.4013,escalate
api_call,developer,2,0.536,27,22,0,2,0.3278,allow
db_read,developer,1,0.862,29,22,0,2,0.1976,allow
web_search,admin,1,0.843,19,15,0,3,0.0914,allow
file_write,user,3,0.908,18,10,0,1,0.3851,escalate
file_read,developer,2,0.427,51,21,1,2,0.5596,escalate
email_send,user,2,0.535,51,6,1,1,0.6463,escalate
file_read,admin,2,0.788,23,0,0,3,0.2074,allow
api_call,guest,1,0.58,1,8,0,0,0.259,allow
db_read,user,1,0.735,59,5,1,1,0.5063,escalate
code_exec,developer,3,0.575,52,23,1,2,0.75,deny
file_read,developer,3,0.935,43,12,0,2,0.328,allow
file_read,developer,0,0.644,3,20,0,2,0.0695,allow
file_read,admin,0,0.858,10,11,0,3,0.0051,allow
db_read,admin,3,0.561,59,22,1,3,0.6411,escalate
code_exec,guest,0,0.516,7,18,0,0,0.3035,allow
file_write,user,3,0.837,49,16,1,1,0.6509,deny
db_read,guest,1,0.783,56,22,1,0,0.5251,escalate
web_search,user,0,0.95,26,20,0,1,0.065,allow
file_read,user,0,0.684,16,0,0,1,0.1165,allow
code_exec,admin,0,0.699,39,8,0,3,0.0715,allow
db_read,developer,0,0.97,45,21,0,2,0.1193,allow
file_write,guest,1,0.775,32,22,0,0,0.3017,allow
api_call,guest,2,0.989,12,7,0,0,0.409,escalate
db_read,developer,3,0.897,44,1,0,2,0.3823,escalate
web_search,user,1,0.574,8,17,0,1,0.1935,allow
db_write,user,1,0.69,8,3,0,1,0.3353,allow
db_read,admin,1,0.644,45,0,0,3,0.2345,allow
db_write,admin,1,0.499,11,23,0,3,0.3119,allow
api_call,user,1,0.938,57,20,1,1,0.4474,escalate
db_read,admin,0,0.792,33,11,0,3,0.1016,allow
api_call,user,0,0.809,25,15,0,1,0.1365,allow
file_write,developer,0,0.604,17,22,0,2,0.3098,allow
db_read,user,0,0.736,31,17,0,1,0.1761,allow
code_exec,guest,2,0.746,19,4,0,0,0.4496,escalate
api_call,admin,0,0.899,45,15,0,3,0.0852,allow
web_search,user,3,0.743,55,8,1,1,0.6047,escalate
file_read,developer,3,0.777,15,8,0,2,0.3129,allow
api_call,user,3,0.883,56,1,1,1,0.6234,escalate
file_read,guest,3,0.57,44,13,0,0,0.4693,escalate
db_write,guest,0,0.865,53,10,1,0,0.5253,escalate
db_read,user,1,0.294,49,1,1,1,0.5779,escalate
api_call,developer,0,0.922,35,15,0,2,0.0973,allow
db_read,user,2,0.888,39,20,0,1,0.3874,escalate
api_call,developer,3,0.586,2,18,0,2,0.3595,escalate
db_write,developer,3,0.881,34,12,0,2,0.4738,escalate
api_call,developer,1,0.802,25,16,0,2,0.1879,allow
api_call,user,2,0.75,38,0,0,1,0.3367,allow
web_search,admin,0,0.885,4,20,0,3,0.0,allow
file_write,user,0,0.603,16,18,0,1,0.1927,allow
file_read,user,2,0.59,32,15,0,1,0.3287,allow
db_read,user,1,0.512,15,12,0,1,0.2776,allow
email_send,user,3,0.73,42,18,0,1,0.4757,escalate
api_call,guest,0,0.62,14,2,0,0,0.1893,allow
file_read,developer,3,0.502,41,2,0,2,0.3283,allow
api_call,user,1,0.931,15,0,0,1,0.1788,allow
code_exec,user,2,0.656,7,2,0,1,0.4088,escalate
file_read,developer,2,0.967,7,15,0,2,0.1783,allow
db_read,user,3,0.979,8,20,0,1,0.383,escalate
email_send,user,0,0.87,19,7,0,1,0.1593,allow
api_call,user,3,0.824,18,22,0,1,0.3719,escalate
api_call,developer,0,0.503,17,15,0,2,0.1511,allow
api_call,guest,0,0.391,18,12,0,0,0.2101,allow
file_read,user,1,0.249,19,12,0,1,0.2919,allow
web_search,user,2,0.432,53,10,1,1,0.4488,escalate
api_call,developer,1,0.667,40,3,0,2,0.2399,allow
api_call,developer,2,0.902,13,3,0,2,0.2313,allow
db_read,developer,2,0.864,59,14,1,2,0.5305,escalate
api_call,guest,0,0.814,11,3,0,0,0.1455,allow
db_read,user,3,0.846,51,7,1,1,0.6375,escalate
file_read,user,0,0.598,7,23,0,1,0.1187,allow
web_search,guest,3,0.659,27,1,0,0,0.5242,escalate
web_search,user,0,0.676,59,14,1,1,0.3748,escalate
db_read,user,1,0.527,37,22,0,1,0.3113,allow
email_send,user,1,0.932,5,13,0,1,0.3373,allow
file_read,developer,0,0.585,8,20,0,2,0.0897,allow
api_call,user,1,0.93,10,1,0,1,0.1707,allow
db_read,developer,0,0.6,37,2,0,2,0.18,allow
db_read,user,0,0.524,26,10,0,1,0.2102,allow
api_call,user,0,0.599,15,6,0,1,0.1095,allow
api_call,user,1,0.66,55,15,1,1,0.4997,escalate
file_read,guest,2,0.362,16,21,0,0,0.3809,escalate
api_call,guest,1,0.897,29,21,0,0,0.2423,allow
file_read,user,3,0.852,28,6,0,1,0.3529,escalate
db_write,admin,1,0.847,10,21,0,3,0.2406,allow
file_write,developer,2,0.687,56,10,1,2,0.5759,escalate
file_read,guest,2,0.902,40,1,0,0,0.3129,allow
code_exec,developer,1,0.562,51,7,1,2,0.5843,escalate
db_read,developer,2,0.756,4,6,0,2,0.2605,allow
web_search,developer,0,0.481,46,5,1,2,0.3588,escalate
code_exec,developer,3,0.843,40,15,0,2,0.4764,escalate
api_call,user,2,0.73,53,20,1,1,0.5657,escalate
db_write,user,0,0.449,14,10,0,1,0.3102,allow
code_exec,user,2,0.705,44,21,0,1,0.4607,escalate
file_read,user,0,0.947,33,2,0,1,0.1082,allow
code_exec,user,0,0.443,55,17,1,1,0.5647,escalate
web_search,developer,0,0.643,51,8,1,2,0.3347,allow
api_call,admin,2,0.933,18,16,0,3,0.2001,allow
api_call,admin,2,0.742,12,1,0,3,0.2283,allow
file_read,admin,2,0.77,10,9,0,3,0.1893,allow
file_read,developer,0,0.772,21,9,0,2,0.0739,allow
api_call,admin,1,0.715,33,16,0,3,0.222,allow
db_read,guest,2,0.665,14,7,0,0,0.362,escalate
file_read,user,0,0.832,9,19,0,1,0.1442,allow
web_search,user,1,0.578,26,5,0,1,0.2227,allow
db_write,developer,0,0.552,15,10,0,2,0.2579,allow
db_read,user,0,0.887,21,4,0,1,0.1293,allow
web_search,developer,1,0.655,22,23,0,2,0.1673,allow
file_read,guest,2,0.867,55,9,1,0,0.5449,escalate
api_call,user,0,0.655,46,22,1,1,0.4023,escalate
db_read,developer,0,0.769,41,0,0,2,0.1529,allow
web_search,user,0,0.969,43,7,0,1,0.202,allow
db_write,user,0,0.523,5,3,0,1,0.2804,allow
file_write,user,0,0.831,44,6,0,1,0.1938,allow
web_search,user,1,0.853,16,18,0,1,0.1511,allow
file_read,developer,2,0.869,52,14,1,2,0.3791,escalate
web_search,user,1,0.807,35,1,0,1,0.1919,allow
email_send,developer,2,0.908,5,16,0,2,0.2617,allow
file_read,guest,2,0.357,26,20,0,0,0.3986,escalate
db_read,developer,0,0.491,26,15,0,2,0.1835,allow
file_read,user,0,0.333,51,13,1,1,0.4451,escalate
api_call,developer,3,0.506,5,2,0,2,0.3805,escalate
code_exec,developer,0,0.619,56,18,1,2,0.4979,escalate
db_read,user,0,0.433,50,7,1,1,0.4684,escalate
web_search,admin,0,0.622,36,16,0,3,0.2184,allow
db_read,developer,1,0.901,24,17,0,2,0.1815,allow
code_exec,user,1,0.77,15,0,0,1,0.316,allow
db_write,user,3,0.876,30,6,0,1,0.5015,escalate
email_send,admin,3,0.961,5,3,0,3,0.3011,allow
file_read,developer,1,0.728,40,2,0,2,0.1977,allow
email_send,user,1,0.77,48,18,1,1,0.511,escalate
file_read,user,0,0.892,22,9,0,1,0.0849,allow
web_search,developer,0,0.498,33,2,0,2,0.1337,allow
api_call,developer,0,0.876,5,1,0,2,0.0565,allow
file_read,developer,0,0.628,58,4,1,2,0.3644,escalate
api_call,user,0,0.74,32,16,0,1,0.162,allow
db_read,developer,0,0.642,50,4,1,2,0.3933,escalate
api_call,user,0,0.524,48,13,1,1,0.4319,escalate
file_read,user,3,0.824,23,15,0,1,0.3502,escalate
db_read,developer,1,0.761,10,23,0,2,0.1861,allow
web_search,admin,3,0.685,36,22,0,3,0.318,allow
api_call,user,1,0.547,50,13,1,1,0.5139,escalate
file_write,user,1,0.768,17,18,0,1,0.2447,allow
api_call,developer,0,0.673,53,12,1,2,0.3771,escalate
file_read,user,0,0.662,27,11,0,1,0.1393,allow
web_search,developer,0,0.365,58,15,1,2,0.402,escalate
web_search,developer,3,0.344,45,22,0,2,0.4345,escalate
db_read,guest,3,0.755,8,16,0,0,0.4173,escalate
api_call,admin,0,0.629,40,21,0,3,0.1309,allow
db_write,developer,0,0.347,44,19,0,2,0.2988,allow
code_exec,admin,1,0.411,58,5,1,3,0.5928,escalate
web_search,developer,0,0.765,50,13,1,2,0.3087,allow
db_read,admin,1,0.593,6,15,0,3,0.1797,allow
db_write,guest,0,0.932,7,2,0,0,0.2353,allow
db_read,user,1,0.735,26,20,0,1,0.2513,allow
api_call,admin,0,0.462,17,18,0,3,0.1259,allow
email_send,user,1,0.928,37,6,0,1,0.2611,allow
code_exec,guest,0,0.659,54,4,1,0,0.5532,escalate
db_read,developer,1,0.919,23,19,0,2,0.1762,allow
file_write,developer,3,0.797,27,22,0,2,0.3889,escalate
db_read,user,0,0.478,57,22,1,1,0.4711,escalate
code_exec,admin,3,0.88,51,9,1,3,0.654,deny
file_write,developer,2,0.743,40,8,0,2,0.3381,allow
file_read,user,3,0.7,58,2,1,1,0.7457,deny
db_read,developer,2,0.636,19,9,0,2,0.3095,allow
db_write,user,2,0.739,27,15,0,1,0.4405,escalate
code_exec,user,3,0.781,25,23,0,1,0.4971,escalate
file_write,user,0,0.701,40,22,0,1,0.2131,allow
db_read,user,1,0.963,25,8,0,1,0.2041,allow
file_read,user,3,0.845,21,1,0,1,0.3427,allow
api_call,developer,2,0.899,59,5,1,2,0.5085,escalate
file_read,developer,3,0.855,25,4,0,2,0.314,allow
file_write,developer,2,0.936,51,2,1,2,0.5178,escalate
file_write,developer,3,0.443,7,6,0,2,0.4264,escalate
api_call,user,2,0.854,35,14,0,1,0.3109,allow
file_read,guest,2,0.414,6,20,0,0,0.3539,escalate
api_call,admin,1,0.776,40,5,0,3,0.1848,allow
code_exec,guest,3,0.963,50,3,1,0,0.7357,deny
code_exec,user,2,0.832,15,22,0,1,0.3869,escalate
api_call,developer,2,0.471,24,12,0,2,0.3358,allow
web_search,user,2,0.852,49,22,1,1,0.4896,escalate
file_read,admin,0,0.709,4,4,0,3,0.0249,allow
code_exec,user,0,0.842,7,14,0,1,0.294,allow
file_read,guest,3,0.598,30,6,0,0,0.4404,escalate
file_read,user,1,0.857,17,6,0,1,0.3041,allow
code_exec,developer,0,0.94,54,9,1,2,0.4303,escalate
code_exec,user,0,0.849,58,12,1,1,0.4885,escalate
web_search,user,2,0.926,38,23,0,1,0.2565,allow
code_exec,admin,2,0.942,30,10,0,3,0.3233,allow
email_send,admin,2,0.524,45,0,0,3,0.3719,escalate
file_read,user,1,0.768,39,19,0,1,0.2214,allow
file_read,user,1,0.816,9,10,0,1,0.1618,allow
file_read,user,0,0.97,55,0,1,1,0.3243,allow
file_write,admin,0,0.935,19,2,0,3,0.0647,allow
code_exec,admin,2,0.726,52,7,1,3,0.6031,escalate
db_read,user,0,0.719,13,12,0,1,0.1495,allow
file_read,developer,1,0.822,47,6,1,2,0.3906,escalate
web_search,user,1,0.906,49,2,1,1,0.3955,escalate
web_search,guest,1,0.726,37,19,0,0,0.2448,allow
api_call,guest,3,0.804,55,1,1,0,0.6709,deny
file_read,user,0,0.71,19,17,0,1,0.1163,allow
file_read,user,2,0.611,6,4,0,1,0.2811,allow
file_read,guest,0,0.645,12,17,0,0,0.151,allow
file_read,developer,0,0.67,15,15,0,2,0.0843,allow
code_exec,user,1,0.704,47,6,1,1,0.5825,escalate
file_write,developer,0,0.621,3,0,0,2,0.1341,allow
api_call,user,2,0.563,4,8,0,1,0.3174,allow
email_send,user,1,0.915,37,14,0,1,0.2637,allow
db_read,user,0,0.846,38,0,0,1,0.1658,allow
web_search,user,0,0.64,6,16,0,1,0.0937,allow
file_read,user,1,0.491,49,8,1,1,0.4935,escalate
api_call,user,2,0.557,28,22,0,1,0.3586,escalate
code_exec,user,1,0.892,8,14,0,1,0.2799,allow
file_read,user,1,0.749,51,9,1,1,0.4452,escalate
file_read,developer,2,0.633,52,19,1,2,0.5201,escalate
db_read,developer,1,0.932,56,2,1,2,0.4286,escalate
db_read,guest,0,0.405,31,4,0,0,0.2757,allow
api_call,user,1,0.749,21,1,0,1,0.2252,allow
code_exec,guest,1,0.962,54,21,1,0,0.5759,escalate
api_call,developer,2,0.356,45,5,0,2,0.3938,escalate
file_read,user,1,0.707,29,15,0,1,0.2169,allow
api_call,user,3,0.637,15,11,0,1,0.4043,escalate
file_read,user,0,0.91,49,16,1,1,0.3263,allow
file_read,admin,3,0.904,24,11,0,3,0.2692,allow
email_send,user,1,0.475,21,16,0,1,0.325,allow
db_read,developer,2,0.767,49,21,1,2,0.5333,escalate
db_read,user,0,0.742,23,6,0,1,0.1616,allow
api_call,admin,1,0.379,31,23,0,3,0.2492,allow
api_call,developer,2,0.608,34,15,0,2,0.3251,allow
file_write,user,2,0.933,28,17,0,1,0.3134,allow
file_read,developer,0,0.784,32,7,0,2,0.0899,allow
file_read,user,1,0.873,22,17,0,1,0.1721,allow
db_write,developer,0,0.652,3,1,0,2,0.2179,allow
db_read,developer,3,0.82,54,8,1,2,0.6143,escalate
code_exec,user,3,0.658,9,22,0,1,0.4951,escalate
api_call,developer,0,0.873,6,23,0,2,0.0587,allow
web_search,user,3,0.797,1,15,0,1,0.3039,allow
file_read,user,3,0.845,22,16,0,1,0.3443,allow
api_call,user,1,0.761,51,9,1,1,0.4728,escalate
api_call,developer,2,0.761,4,21,0,2,0.2445,allow
db_write,user,1,0.569,45,0,0,1,0.4212,escalate
email_send,guest,2,0.712,52,20,1,0,0.6459,escalate
file_write,developer,0,0.512,57,17,1,2,0.4459,escalate
web_search,user,0,0.445,8,14,0,1,0.136,allow
web_search,guest,1,0.875,55,8,1,0,0.445,escalate
file_write,user,0,0.681,37,2,0,1,0.2121,allow
api_call,user,2,0.604,42,15,0,1,0.3725,escalate
api_call,user,0,0.871,59,22,1,1,0.3808,escalate
email_send,guest,1,0.72,52,14,1,0,0.561,escalate
file_write,admin,3,0.915,19,1,0,3,0.1857,allow
db_write,developer,1,0.585,44,9,0,2,0.3389,allow
api_call,user,1,0.74,1,3,0,1,0.1937,allow
db_write,user,3,0.757,41,18,0,1,0.5436,escalate
api_call,user,3,0.506,24,16,0,1,0.4455,escalate
code_exec,developer,0,0.818,48,9,1,2,0.4447,escalate
web_search,guest,1,0.755,17,21,0,0,0.2057,allow
db_write,user,3,0.796,32,20,0,1,0.5208,escalate
web_search,admin,1,0.883,50,5,1,3,0.3351,allow
file_read,user,1,0.889,14,0,0,1,0.1555,allow
db_read,user,0,0.503,17,10,0,1,0.1994,allow
file_read,admin,0,0.414,32,15,0,3,0.0,allow
api_call,developer,2,0.699,33,23,0,2,0.3052,allow
code_exec,user,2,0.79,30,19,0,1,0.4203,escalate
api_call,developer,3,0.73,57,6,1,2,0.6223,escalate
code_exec,guest,2,0.494,53,23,1,0,0.7512,deny
email_send,developer,0,0.893,47,2,1,2,0.3681,escalate
file_read,user,0,0.732,51,13,1,1,0.3653,escalate
db_read,developer,3,0.782,34,3,0,2,0.3886,escalate
api_call,admin,0,0.559,28,8,0,3,0.1249,allow
file_read,admin,0,0.423,24,14,0,3,0.1154,allow
file_read,admin,3,0.549,56,11,1,3,0.5935,escalate
web_search,user,1,0.598,14,15,0,1,0.1987,allow
web_search,user,0,0.777,54,22,1,1,0.3463,allow
web_search,user,3,0.758,34,18,0,1,0.3667,escalate
email_send,developer,3,0.673,59,13,1,2,0.6821,deny
file_write,admin,0,0.792,47,3,1,3,0.3399,allow
api_call,user,3,0.868,1,22,0,1,0.3347,allow
db_read,admin,1,0.869,22,5,0,3,0.1512,allow
code_exec,developer,1,0.802,33,21,0,2,0.3063,allow
api_call,admin,3,0.829,44,10,0,3,0.3475,allow
api_call,admin,3,0.845,54,3,1,3,0.561,escalate
db_read,user,0,0.797,47,7,1,1,0.3906,escalate
code_exec,guest,0,0.608,58,8,1,0,0.5701,escalate
file_read,guest,0,0.859,18,22,0,0,0.0998,allow
api_call,user,1,0.755,47,23,1,1,0.4673,escalate
code_exec,developer,0,0.844,39,1,0,2,0.2245,allow
code_exec,developer,1,0.65,12,19,0,2,0.3017,allow
file_write,admin,0,0.75,10,2,0,3,0.0867,allow
db_write,developer,1,0.715,2,5,0,2,0.287,allow
file_read,guest,0,0.802,2,1,0,0,0.1029,allow
api_call,user,2,0.844,6,22,0,1,0.4108,escalate
db_write,guest,0,0.72,20,7,0,0,0.2993,allow
code_exec,user,0,0.516,38,19,0,1,0.3218,allow
file_write,user,3,0.7,28,23,0,1,0.4433,escalate
db_read,guest,2,0.427,56,7,1,0,0.6796,deny
code_exec,user,0,0.866,59,2,1,1,0.4868,escalate
db_write,user,0,0.92,42,16,0,1,0.2627,allow
db_write,developer,2,0.839,3,10,0,2,0.3472,allow
db_read,user,1,0.754,48,2,1,1,0.3678,escalate
code_exec,user,2,0.826,37,11,0,1,0.4248,escalate
file_read,user,1,0.735,37,13,0,1,0.2247,allow
file_write,admin,0,0.767,42,0,0,3,0.1366,allow
api_call,user,1,0.773,25,11,0,1,0.2271,allow
db_read,user,2,0.764,23,17,0,1,0.3239,allow
code_exec,developer,3,0.574,13,23,0,2,0.4852,escalate
api_call,developer,0,0.868,57,3,1,2,0.3447,allow
file_read,admin,1,0.966,24,22,0,3,0.0901,allow
code_exec,user,0,0.633,3,2,0,1,0.2401,allow
api_call,user,1,0.957,50,16,1,1,0.4319,escalate
db_write,guest,3,0.682,51,12,1,0,0.8086,deny
file_read,developer,1,0.788,38,16,0,2,0.1824,allow
db_read,user,3,0.794,59,16,1,1,0.6612,deny
web_search,user,1,0.545,28,18,0,1,0.2991,allow
file_read,user,3,0.724,26,4,0,1,0.3752,escalate
api_call,user,2,0.915,20,7,0,1,0.2737,allow
file_read,guest,0,0.651,27,23,0,0,0.1748,allow
db_read,developer,0,0.908,1,1,0,2,0.1183,allow
code_exec,developer,1,0.965,10,8,0,2,0.1869,allow
api_call,user,0,0.69,10,6,0,1,0.2435,allow
code_exec,user,1,0.764,57,15,1,1,0.5872,escalate
web_search,developer,1,0.812,54,11,1,2,0.3893,escalate
file_write,user,3,0.704,1,20,0,1,0.3975,escalate
file_read,user,1,0.593,32,4,0,1,0.2447,allow
web_search,user,2,0.897,51,23,1,1,0.4839,escalate
code_exec,developer,3,0.763,32,23,0,2,0.4791,escalate
web_search,admin,3,0.529,43,20,0,3,0.3609,escalate
db_read,developer,0,0.859,27,21,0,2,0.1115,allow
web_search,guest,1,0.748,13,5,0,0,0.2004,allow
api_call,user,0,0.687,17,21,0,1,0.1476,allow
db_write,admin,1,0.951,28,20,0,3,0.3415,allow
web_search,guest,1,0.391,25,16,0,0,0.2918,allow
code_exec,admin,2,0.968,52,14,1,3,0.5547,escalate
file_write,admin,1,0.314,50,9,1,3,0.5239,escalate
